e-systems|Sistemas de dos ecuaciones|Matemáticas|2-4|sistemas de ecuaciones;sistemas de dos ecuaciones;sustitucion en sistemas|Resolver un sistema es encontrar valores que satisfagan todas sus ecuaciones a la vez. En sustitución despejamos una incógnita, la reemplazamos en la otra ecuación y comprobamos la pareja obtenida en ambas. Un sistema puede tener una, ninguna o infinitas soluciones.|La solución tiene que cumplir dos condiciones al mismo tiempo, no solo una.|En x + y = 7 y x − y = 1, al sumar obtenemos 2x = 8; así x = 4 e y = 3. Se verifica: 4 + 3 = 7 y 4 − 3 = 1.|¿Qué pareja resuelve el sistema del ejemplo?~x = 4, y = 3~x = 3, y = 4~x = 7, y = 1~A$Una solución debe cumplir…~Solo la primera ecuación~Las dos ecuaciones~Solo la que resulte más fácil~B$Un sistema puede tener…~Siempre una sola solución~Siempre dos soluciones~Una, ninguna o infinitas soluciones según el caso~C|Sustituye la pareja en cada ecuación por separado.|Cumplir una ecuación no basta para resolver el sistema.|Cada ecuación impone una restricción; la solución pertenece a la intersección de los conjuntos que las cumplen.
e-enlightenment|La Ilustración|Geografía e Historia|3-4|ilustracion;siglo de las luces|La Ilustración reunió corrientes intelectuales que, especialmente en el siglo XVIII europeo, defendieron el examen racional, la crítica y la difusión del conocimiento. Sus autores no pensaban igual en todo. Influyó en debates políticos y sociales, pero no eliminó por sí sola las desigualdades.|La idea central es examinar las afirmaciones con razones y pruebas, en lugar de aceptarlas solo por autoridad.|La Enciclopedia francesa buscó reunir y difundir conocimientos. Distintos ilustrados discutieron sobre educación, tolerancia, leyes y formas de gobierno.|La Ilustración se asocia especialmente con el siglo…~XII~XVIII~XXI~B$Una actitud ilustrada característica es…~Examinar críticamente con razones~Aceptar todo sin preguntar~Rechazar cualquier conocimiento~A$Los ilustrados…~Coincidían en absolutamente todo~Eran un solo partido moderno~Formaban corrientes diversas~C|Distingue tendencias compartidas de opiniones idénticas.|No debe confundirse una propuesta intelectual con su aplicación completa en toda la sociedad.|Las ideas influyen en los cambios, pero las estructuras económicas, políticas y sociales no se transforman solo por formularlas.
e-french|La Revolución francesa|Geografía e Historia|4-4|revolucion francesa;revolucion de 1789|La Revolución francesa comenzó en 1789 y atravesó fases políticas diferentes. Intervinieron crisis financieras, desigualdades y conflictos políticos, junto con nuevas ideas. Cuestionó el Antiguo Régimen, pero sus resultados, derechos y exclusiones deben estudiarse históricamente, no como un cambio simple y uniforme.|No fue un solo acontecimiento ni tuvo una única causa. Sigue la cronología y distingue actores e intereses.|La toma de la Bastilla, en julio de 1789, se convirtió en un símbolo. La declaración de derechos de ese año no significó que todas las personas disfrutaran inmediatamente de igualdad efectiva.|La Revolución francesa comenzó en…~1492~1812~1789~C$Para explicar sus causas conviene…~Combinar factores políticos, sociales y económicos~Atribuir todo a una sola persona~Ignorar las crisis financieras~A$Una declaración de derechos…~Garantiza por sí sola igualdad efectiva inmediata~Debe analizarse junto con su aplicación y exclusiones~No tiene importancia histórica~B|Separa causas, acontecimientos y consecuencias.|Una revolución no convierte de inmediato todas sus aspiraciones en realidades universales.|La historia exige comparar principios declarados, instituciones y experiencias de grupos sociales distintos.
e-population|Cambios de población|Geografía e Historia|2-4|demografia;crecimiento de poblacion;crecimiento natural y migratorio|El cambio de población depende de nacimientos, defunciones, inmigración y emigración, entre otros ajustes estadísticos. El saldo natural es nacimientos menos defunciones; el migratorio, inmigración menos emigración. Una tasa requiere además una población de referencia y un periodo.|Suma quienes nacen o llegan y resta quienes fallecen o se van durante el mismo periodo.|Si hay 100 nacimientos, 80 defunciones, 30 llegadas y 20 salidas, el cambio por estos componentes es 100 − 80 + 30 − 20 = 30.|El cambio del ejemplo es…~30 personas~10 personas~230 personas~A$El saldo natural es…~Inmigración menos emigración~Nacimientos menos defunciones~Población total dividida entre países~B$Para interpretar una tasa necesitamos…~Solo un número aislado~Solo el nombre del lugar~Una referencia poblacional y temporal~C|No mezcles cantidades absolutas con tasas ni periodos distintos.|Una población puede crecer aunque tenga saldo natural negativo si su saldo migratorio lo compensa.|El total resulta de componentes diferentes; analizar cada uno evita atribuir un cambio a una sola causa.
e-direct-object|El complemento directo|Lengua Castellana y Literatura|2-4|complemento directo;objeto directo|El complemento directo completa el significado de muchos verbos transitivos. En español puede sustituirse en muchos casos por lo, la, los o las. Si designa a una persona específica suele llevar a. Una pregunta de significado no sustituye al análisis gramatical.|Busca qué complemento se puede sustituir por lo o la manteniendo la estructura de la oración.|En «Lucía lee el libro», el libro es complemento directo: «Lucía lo lee». En «Vi a Marta», a Marta también puede ser directo: «La vi».|En «Lucía lee el libro», el complemento directo es…~Lucía~El libro~Lee~B$La sustitución adecuada es…~Lucía lo lee~Lucía le lee el libro, necesariamente~Lucía allí lee~A$¿Un complemento directo puede llevar a?~Nunca~Solo si es un lugar~Sí, en ciertos casos de persona~C|Usa varias pruebas gramaticales y no una sola pregunta intuitiva.|La presencia de a no convierte automáticamente un complemento en indirecto.|Las funciones sintácticas dependen de relaciones estructurales; una misma preposición puede aparecer en funciones distintas.
e-subordinate|Oraciones subordinadas|Lengua Castellana y Literatura|3-4|oraciones subordinadas;subordinacion|Una oración subordinada se integra en una estructura mayor y depende sintácticamente de ella. Puede desempeñar funciones semejantes a un sustantivo, un adjetivo u otros complementos, según el análisis. El número de verbos por sí solo no determina el tipo de relación.|Una oración puede ocupar un lugar dentro de otra, como una pieza que cumple una función.|En «Espero que llegues pronto», «que llegues pronto» expresa lo esperado y funciona como complemento directo. Puede compararse con «Espero tu llegada».|En el ejemplo, la subordinada es…~Espero~Pronto~Que llegues pronto~C$La subordinada del ejemplo expresa…~Lo esperado~Quién espera necesariamente~Un número de personas~A$Para identificar la relación debemos estudiar…~Solo cuántas letras hay~La función dentro de la estructura mayor~Solo si aparece una coma~B|Prueba qué función ocupa el segmento dentro de la oración completa.|Que aparezca que no basta para clasificar automáticamente cualquier construcción.|La subordinación se reconoce por dependencia y función, no solo por una palabra introductora.
e-text-kinds|Narración, descripción y exposición|Lengua Castellana y Literatura|1-4|tipos de texto;narracion descripcion y exposicion;texto expositivo|Narrar cuenta acontecimientos; describir presenta rasgos; exponer explica información de forma organizada. Un texto puede combinar secuencias diferentes. Para clasificarlo, observa su propósito predominante y las relaciones entre sus partes.|Pregunta si el fragmento cuenta qué pasó, muestra cómo es algo o explica un tema.|«Ayer salimos y empezó a llover» narra. «La plaza es amplia y arbolada» describe. Un texto que explica el ciclo del agua es principalmente expositivo.|Un texto que explica el ciclo del agua es principalmente…~Expositivo~Narrativo por obligación~Un anuncio siempre~A$«La plaza es amplia y arbolada» es una…~Instrucción~Descripción~Demostración algebraica~B$Un texto real puede…~Tener solo una clase de secuencia~No tener ninguna intención~Combinar narración, descripción y exposición~C|Busca la finalidad de cada fragmento.|Las categorías textuales ayudan a analizar, pero no convierten todos los textos en formas puras.|Los autores combinan recursos según sus objetivos; identificar esa combinación mejora la lectura y la escritura.
e-past|Past simple|Lengua Extranjera: Inglés|1-4|past simple;pasado simple en ingles|El past simple suele situar hechos en un pasado terminado. Los verbos regulares forman el pasado con -ed; los irregulares tienen formas propias. En preguntas y negativas con did o did not, el verbo principal vuelve a su forma base, salvo construcciones diferentes como to be.|En «Did she go?», did ya marca el pasado: no añadimos went después.|«She visited Madrid yesterday». Para preguntar: «Did she visit Madrid yesterday?». Para negar: «She did not visit Madrid yesterday».|¿Qué pregunta es correcta?~Did she visited Madrid?~Did she visit Madrid?~Does she visited Madrid?~B$Tras did not usamos normalmente el verbo principal en…~Forma base~Pasado con -ed siempre~Gerundio siempre~A$El pasado de go es…~Goed~Goes~Went~C|Localiza el auxiliar antes de cambiar el verbo principal.|No marques dos veces el pasado en «did + verbo» usando did went.|El auxiliar aporta información gramatical, por lo que el verbo principal no conserva la misma flexión que en la afirmativa.
e-perfect|Present perfect|Lengua Extranjera: Inglés|2-4|present perfect;have plus participle|El present perfect se forma con have o has y el participio. Puede relacionar experiencias o procesos pasados con el presente. No equivale en todos los contextos a un único tiempo español. En el contraste básico, un momento pasado terminado como yesterday suele requerir past simple.|Usa have o has más participio y pregunta qué relación tiene el hecho con el presente.|«I have lost my keys» puede destacar el resultado actual: no las tengo. «I lost my keys yesterday» sitúa el hecho en un momento pasado terminado.|Completa: She ___ finished.~Is~Did~Has~C$La estructura básica es…~Have/has más participio~Did más participio siempre~Am más pasado~A$En el contraste básico, con yesterday suele usarse…~Present perfect necesariamente~Past simple~Futuro siempre~B|Distingue resultado o experiencia conectada con el presente de un tiempo pasado cerrado.|No elijas el tiempo verbal traduciendo palabra por palabra desde el español.|Los tiempos organizan relaciones temporales y discursivas; el contexto determina qué aspecto del acontecimiento destaca el hablante.
e-logic|Operadores lógicos|Tecnología y Digitalización|2-4|operadores logicos;and or not;logica booleana|La lógica booleana trabaja con valores verdadero y falso. AND exige que ambas condiciones sean verdaderas; OR inclusivo basta con que al menos una lo sea; NOT invierte el valor. En programación hay que comprobar la definición concreta de cada operador.|AND significa que se cumplen las dos; OR inclusivo, alguna o ambas; NOT cambia verdadero por falso y al revés.|Si A es verdadero y B falso: A AND B es falso; A OR B es verdadero; NOT A es falso.|Verdadero AND falso produce…~Falso~Verdadero~Un número obligatorio~A$Verdadero OR verdadero, con OR inclusivo, produce…~Falso~Verdadero~Indefinido siempre~B$NOT falso produce…~Falso~Cero necesariamente en todos los lenguajes~Verdadero~C|Construye una pequeña tabla de verdad antes de decidir.|El OR inclusivo no excluye el caso en que ambas condiciones se cumplen.|Las tablas de verdad definen el resultado para cada combinación posible y evitan depender de interpretaciones coloquiales ambiguas.
e-critical|Evaluar una afirmación|Educación en Valores Cívicos y Éticos|1-4|pensamiento critico;evaluar afirmaciones;comprobar una informacion|Evaluar una afirmación exige identificar qué sostiene, qué pruebas la apoyan y qué límites tienen esas pruebas. Importan la fuente, el método y el contexto. Una persona experta puede aportar razones valiosas, pero ninguna autoridad sustituye por sí sola la evidencia.|Pregunta qué prueba podría confirmar o refutar la idea y si realmente está disponible.|Que dos cosas cambien juntas no demuestra que una cause la otra. Podría existir una tercera variable o una coincidencia; hace falta investigar la relación.|Que dos variables estén correlacionadas…~Demuestra siempre causalidad~No demuestra por sí solo causalidad~Impide cualquier investigación~B$Una buena evaluación debe examinar…~Pruebas y método~Solo cuántos seguidores hay~Solo si nos gusta la conclusión~A$Cambiar de opinión ante pruebas mejores puede ser…~Una derrota inevitable~Una señal de que nunca se debe pensar~Una revisión razonada~C|Distingue lo observado de la explicación propuesta.|Tener dudas no significa que todas las afirmaciones tengan el mismo respaldo.|El pensamiento crítico compara la fuerza de las pruebas y mantiene conclusiones proporcionales a lo que se sabe.
e-scale|Escalas en dibujo técnico|Educación Plástica, Visual y Audiovisual|2-4|escala en dibujo tecnico;escalas de dibujo|Una escala relaciona longitud representada y longitud real en las mismas unidades. En 1:50, una unidad en el dibujo corresponde a 50 reales: es reducción. En 2:1, el dibujo duplica las longitudes reales: es ampliación. No es una razón entre áreas.|Lee siempre dibujo:real y convierte las unidades antes de calcular.|A escala 1:50, un segmento de 4 cm representa 200 cm, es decir, 2 m. A escala 2:1, un objeto de 3 cm se dibuja con 6 cm.|4 cm a escala 1:50 representan…~200 m~50 cm~2 m~C$La escala 2:1 indica…~Ampliación~Reducción~Tamaño real~A$La escala lineal relaciona…~Áreas sin conversión~Longitudes en unidades compatibles~Pesos~B|Mantén el orden dibujo:real y revisa las unidades.|Una escala de longitudes no se aplica directamente al área con el mismo factor.|Las dimensiones lineales varían con la escala; las áreas y volúmenes lo hacen con potencias de ese factor.
